bu_code,a_inw
BU09860102,250
BU09860201,13100
BU09860202,40
BU09860203,240
BU09860301,4335
BU09860302,255
BU09860303,90
BU09860401,12460
BU09860402,1845
BU09860403,480
BU09860404,630
BU09860405,6615
BU09860406,1760
BU09860501,8950
BU09860900,3700
BU09880105,10
BU09882202,305
BU09883101,590
BU09883102,455
BU09883202,290
BU09883302,315
BU09940000,10515
BU09940001,5250
BU09940002,3960
BU09940003,850
BU09940004,475
BU09940006,1340
BU09940007,435
BU09940008,55
BU09940100,4325
BU09940101,2300
BU09940102,740
BU09940103,90
BU09940104,275
BU09940200,5360
BU09940201,2250
BU09940202,770
BU09940203,2800
BU09940205,320
BU09940300,6895
BU09940301,2135
BU09940302,35
BU09940400,25360
BU09940401,1360
BU09940402,7160
BU09940403,480
BU09940404,210
BU09940500,1050
BU09950872,20
BU09951019,120
BU09951029,15
BU09951039,105
BU09951047,10
BU09951068,70
BU09951069,200
BU09951098,15
BU15070000,480
BU15070100,1110
BU15070102,10
BU15070109,1080
BU15070300,3510
BU15070309,2745
BU15070400,1790
BU15070401,2630
BU15070402,530
BU15070403,665
BU15070404,760
BU15070405,700
BU15070406,1310
BU15070407,1635
BU15070408,1240
BU15070409,1930
BU15070410,105
BU15070419,1155
BU15070500,2410
BU15070509,2060
BU15070600,1760
BU15070609,470
BU15070700,2400
BU15070709,1610
BU15070801,480
BU15070804,930
BU15070809,445
BU15070900,1220
BU15070909,400
BU15071000,10250
BU15071009,3520
BU15071100,1300
BU15071109,880
BU15071300,1590
BU15071309,290
BU15090000,3470
BU15090001,5130
BU15090002,1565
BU15090003,1375
BU15090004,745
BU15090007,345
BU15090008,430
BU15090009,810
BU15090100,3795
BU15090101,1220
BU15090102,840
BU15090103,210
BU15090105,710
BU15090106,500
BU15090107,640
BU15090108,330
BU15090200,4335
BU15090201,180
BU15090202,4695
BU15090203,165
BU15090207,165
BU15090208,1665
BU15090300,10700
BU15090301,850
BU15090303,345
BU15090306,1020
BU15090307,1045
BU15090308,1360
BU15090309,1640
BU15250101,3915
BU15250102,5685
BU15250103,3825
BU15250104,540
BU15250201,5595
BU15250202,2715
BU15250203,5250
BU15250204,4650
BU15250205,4410
BU15250301,4005
BU15250302,5420
BU15250303,1245
BU15250304,2535
BU15250401,450
BU15250402,60
BU15250403,75
BU15250405,2790
BU15251101,3675
BU15251102,4050
BU15251103,4215
BU15251104,150
BU15251201,2380
BU15251202,2710
BU15251203,80
BU15251204,840
BU15251205,1050
BU15251206,1200
BU15251207,1630
BU15251208,800
BU15251302,45
BU15251303,195
BU15251304,135
BU15251401,1550
BU15251402,1100
BU15251403,1380
BU15251404,420
BU15251405,3930
BU15251406,3840
BU15251407,720
BU15251408,410
BU15251502,90
BU15251503,90
BU15252101,3810
BU15252102,2230
BU15252202,2500
BU15810000,10650
BU15810001,6300
BU15810002,5820
BU15810003,5620
BU15810004,7440
BU15810007,285
BU15810008,3745
BU15810009,1040
BU15810101,550
BU15810102,2100
BU15810103,17200
BU15810104,350
BU15810105,14385
BU15810106,27200
BU15810107,17780
BU15810108,41480
BU15810109,21140
BU15810110,1440
BU15810200,13360
BU15810201,320
BU15810206,1420
BU15810207,900
BU15810208,195
BU15810209,530
BU15810300,5150
BU15810302,7525
BU15810308,240
BU15810309,1140
BU15810400,25890
BU15810402,3920
BU15810403,465
BU15810408,870
BU15810409,1530
BU15860101,1580
BU15860102,2350
BU15860103,470
BU15860104,1955
BU15860105,890
BU15860108,1670
BU15860109,3280
BU15860110,1050
BU15860111,1910
BU15860112,60
BU15860113,170
BU15860115,15
BU15860116,800
BU15860201,1650
BU15860202,1605
BU15860302,885
BU15860401,745
BU15860402,635
BU15860501,465
BU15860502,680
BU15860601,1365
BU15860602,850
BU15860603,4350
BU15860604,2590
BU15860605,2510
BU15860606,1760
BU15860610,335
BU15860611,730
BU15860701,1290
BU15860702,495
BU15980101,420
BU15980102,480
BU15980103,1125
BU15980104,2160
BU15980105,1260
BU15980106,1240
BU15980107,2070
BU15980108,20
BU15980109,4320
BU15980110,4320
BU15980111,2680
BU15980112,60
BU15980113,460
BU15980201,900
BU15980202,1770
BU15980203,1100
BU15980301,470
BU15980302,465
BU15980303,800
BU15980401,165
BU15980402,255
BU15980403,125
BU15980501,470
BU15980502,350
BU15980503,250
BU15980504,680
BU15980601,160
BU15980602,1380
BU15980603,920
BU15980604,1030
BU15980605,1000
BU15980606,660
BU15980607,290
BU15980608,680
BU15980609,480
BU15980610,255
BU15980701,125
BU15980702,820
BU15980703,665
BU15980704,570
BU15980705,935
BU15980706,565
BU15980707,415
BU15980708,10
BU15980801,300
BU15980802,1365
BU15980803,1940
BU15980804,880
BU15980805,1710
BU15980806,490
BU15980808,800
BU15980901,85
BU15980902,460
BU15981001,1100
BU15981002,1260
BU16211111,23765
BU16211121,1890
BU16211211,15085
BU16211221,32320
BU16211231,17370
BU16211311,10890
BU16211321,11040
BU16211331,8970
BU16211411,920
BU16211514,5100
BU16211522,1250
BU16211531,2920
BU16211543,750
BU16211552,810
BU16212111,6775
BU16212121,4920
BU16212131,12240
BU16212144,50
BU16212211,7105
BU16212221,13840
BU16212231,10680
BU16212241,5240
BU16212311,12180
BU16212321,24975
BU16212331,19000
BU16212412,24525
BU16212511,3660
BU16212521,6625
BU16212531,6925
BU16212541,5060
BU16212611,10550
BU16212621,1580
BU16212711,4550
BU16212721,7700
BU16212731,8500
BU16212741,12825
BU16212814,5650
BU16212823,80
BU16212833,125
BU16212843,720
BU16212851,7650
BU16212864,420
BU16213111,9480
BU16213121,12815
BU16213133,1160
BU16213141,25620
BU16213162,880
BU16213211,5160
BU16213221,11680
BU16213231,20350
BU16213242,260
BU16213251,12900
BU16213261,9810
BU16213312,9120
BU16213323,1085
BU16213334,360
BU16213344,1980
BU16213353,55
BU16400000,5820
BU16400001,2415
BU16400100,540
BU16400101,205
BU16400200,10545
BU16400201,2310
BU16400300,7770
BU16400301,2280
BU16400400,1170
BU16400401,160
BU16400500,8000
BU16400501,830
BU16400600,1750
BU16400601,130
BU16400700,3515
BU16400701,260
BU16400800,2010
BU16400801,1280
BU16400900,650
BU16400901,540
BU16401000,4290
BU16401001,660
BU16401200,265
BU16401201,460
BU16401300,1390
BU16401301,540
BU16401400,3480
BU16401401,190
BU16401500,4680
BU16401501,345
BU16410100,7610
BU16410109,30
BU16410200,1360
BU16410201,310
BU16410301,645
BU16410400,7035
BU16410409,345
BU16410500,4130
BU16410509,450
BU16410600,3700
BU16410700,4070
BU16520000,17720
BU16520008,1140
BU16520101,15420
BU16520104,3750
BU16520107,2115
BU16520202,18405
BU16520203,390
BU16520209,690
BU16520300,2760
BU16520308,430
BU16520309,530
BU16520400,2670
BU16520408,900
BU16520409,2020
BU16520608,2220
BU16520700,1425
BU16520709,600
BU16520800,1740
BU16520809,590
BU16550101,11540
BU16550102,1140
BU16550109,840
BU16550201,1140
BU16550303,1855
BU16550401,9620
BU16550402,405
BU16550403,520
BU16550408,1980
BU16550409,1005
BU16550501,2130
BU16550509,470
BU16580000,36440
BU16580001,165
BU16580009,3840
BU16580100,3675
BU16580101,290
BU16580108,285
BU16580200,420
BU16580209,80
BU16580300,965
BU16580308,120
BU16580309,1600
BU16590100,10550
BU16590101,55
BU16590102,20
BU16590108,320
BU16590109,670
BU16590200,14560
BU16590201,60
BU16590209,1410
BU16590300,5525
BU16590309,2820
BU16690201,2795
BU16690202,85
BU16690203,170
BU16690204,60
BU16690209,285
BU16690301,3665
BU16690309,10
BU16690401,3550
BU16690402,90
BU16690403,180
BU16690404,160
BU16690409,300
BU16690503,160
BU16690509,195
BU16690601,1905
BU16690602,155
BU16690603,170
BU16690604,10
BU16690605,200
BU16690609,95
BU16740000,3600
BU16740001,1185
BU16740002,1065
BU16740003,935
BU16740101,2135
BU16740102,1865
BU16740200,1500
BU16740201,1695
BU16740202,4100
BU16740209,270
BU16740300,1825
BU16740301,950
BU16740302,2115
BU16740303,2285
BU16740309,365
BU16740400,1040
BU16740401,1565
BU16740402,3800
BU16740403,2175
BU16740404,5840
BU16740405,1335
BU16740409,330
BU16740501,1795
BU16740600,4415
BU16740601,3165
BU16740602,2375
BU16740603,1050
BU16740700,1005
BU16740701,5430
BU16740702,6270
BU16740703,5370
BU16740705,4310
BU16740706,10
BU16740709,380
BU16740800,90
BU16740801,45
BU16740802,65
BU16740803,165
BU16740804,440
BU16741000,1230
BU16741009,515
BU16741100,4650
BU16741108,140
BU16800000,17250
BU16800009,600
BU16800100,1270
BU16800109,180
BU16800200,325
BU16800209,65
BU16800500,2750
BU16800509,300
BU16800600,460
BU16800609,50
BU16800700,435
BU16800800,400
BU16800809,50
BU16800900,115
BU16800909,10
BU16801100,790
BU16801109,20
BU16801200,460
BU16801209,15
BU16801300,100
BU16801309,35
BU16801501,45
BU16801600,630
BU16801601,45
BU16801609,10
BU16801801,105
BU16802000,645
BU16802008,250
BU16802009,225
BU16802100,270
BU16802101,95
BU16810001,1060
BU16810009,155
BU16810102,1115
BU16810103,725
BU16818003,1095
BU16819409,95
BU16819502,420
BU16819509,225
BU16819801,850
BU16819802,360
BU16819803,605
BU16819901,300
BU16819909,105
BU16900300,610
BU16900309,480
BU16900400,125
BU16900409,470
BU16900500,220
BU16900509,445
BU16900600,690
BU16900609,740
BU16900801,70
BU16900802,60
BU16900909,45
BU16901000,265
BU16901009,85
BU16901100,2525
BU16901101,100
BU16901104,85
BU16901109,290
BU16901200,1130
BU16901201,305
BU16901202,360
BU16901203,300
BU16901209,805
BU16950000,3190
BU16950001,325
BU16950009,240
BU16950100,1465
BU16950109,120
BU16950200,350
BU16950209,110
BU16950300,3420
BU16950301,630
BU16950309,520
BU16950400,1145
BU16950409,95
BU16950500,550
BU16950509,160
BU16960000,6950
BU16960100,2150
BU16960101,29800
BU16960102,850
BU16960103,425
BU16960200,1855
BU16960201,11050
BU16960202,725
BU16960300,23250
BU16960400,72655
BU16960401,1820
BU16960402,3180
BU16960500,2460
BU16960601,18135
BU16960602,14850
BU16960603,5285
BU16960604,24960
BU16990000,14720
BU16990020,1725
BU16990040,1710
BU16990050,520
BU16990060,800
BU16990070,590
BU16990080,125
BU16990120,775
BU16990140,340
BU16990300,3470
BU16990340,75
BU16990350,170
BU16990390,460
BU16990430,95
BU16990440,5
BU16990450,370
BU16990600,13155
BU16990610,1180
BU16990620,240
BU16990630,2085
BU17000101,2505
BU17000102,285
BU17000103,675
BU17000104,8140
BU17000105,3405
BU17000106,8130
BU17000107,5300
BU17000108,1060
BU17000201,750
BU17000202,6630
BU17000203,3510
BU17000204,285
BU17000205,2160
BU17000301,830
BU17000302,7780
BU17000303,950
BU17000304,2300
BU17000401,1240
BU17000402,10840
BU17000403,400
BU17000404,710
BU17000405,7860
BU17000406,630
BU17000501,310
BU17000502,510
BU17000503,1110
BU17000601,185
BU17010109,140
BU17010300,2380
BU17010301,130
BU17010302,35
BU17010303,55
BU17010309,150
BU17010400,240
BU17010409,140
BU17010600,245
BU17010601,135
BU17010609,100
BU17010700,265
BU17010709,40
BU17010802,190
BU17010900,2580
BU17010909,155
BU17011002,120
BU17011209,150
BU17011300,445
BU17011309,105
BU17011400,470
BU17011409,240
BU17011500,780
BU17011509,175
BU17050000,8775
BU17050001,17200
BU17050002,8320
BU17050003,20600
BU17050004,7240
BU17050005,18200
BU17050006,7110
BU17050007,11800
BU17050008,450
BU17050009,1275
BU17050010,2070
BU17050011,910
BU17050100,13455
BU17050101,12150
BU17050102,6520
BU17050103,3570
BU17050104,12280
BU17050105,13860
BU17050106,960
BU17050200,3580
BU17050201,6810
BU17050202,8460
BU17050203,9800
BU17050204,4420
BU17050205,5640
BU17050206,7525
BU17050207,3075
BU17050208,21330
BU17050209,8190
BU17050210,8700
BU17050211,6740
BU17050212,7680
BU17050213,330
BU17050300,30
BU17050400,17680
BU17050401,4865
BU17050500,24600
BU17050501,9035
BU17050600,16110
BU17050601,2200
BU17050700,945
BU17060002,830
BU17060008,360
BU17060100,1885
BU17060109,115
BU17060301,400
BU17060308,390
BU17060400,3500
BU17060409,90
BU17060500,1470
BU17060509,20
BU17080001,935
BU17080002,2760
BU17080003,1360
BU17080004,1020
BU17080005,1590
BU17080006,1295
BU17080007,40
BU17080008,1170
BU17080009,2990
BU17080010,80
BU17080011,1640
BU17080012,1745
BU17080014,100
BU17080028,205
BU17080029,1225
BU17080030,30
BU17080201,105
BU17080209,90
BU17080300,400
BU17080309,25
BU17080608,85
BU17081000,515
BU17081001,90
BU17081100,880
BU17081102,270
BU17081103,310
BU17081104,40
BU17081108,55
BU17081608,100
BU17081609,110
BU17081701,250
BU17081702,430
BU17081703,810
BU17081704,1225
BU17081705,90
BU17081706,115
BU17081707,5
BU17081800,595
BU17081901,210
BU17082000,295
BU17082100,365
BU17082101,240
BU17082200,530
BU17082300,130
BU17082800,2095
BU17082801,70
BU17082901,180
BU17083000,90
BU17083100,405
BU17083200,170
BU17083300,490
BU17083301,85
BU17083400,180
BU17083500,20
BU17090002,8030
BU17090003,1240
BU17090004,5210
BU17090006,440
BU17090009,70
BU17090100,2580
BU17090109,690
BU17090200,1320
BU17090209,940
BU17090300,16680
BU17090301,400
BU17090302,100
BU17090309,340
BU17090400,3045
BU17090409,285
BU17090500,3060
BU17090509,150
BU17090600,3940
BU17090601,350
BU17090609,360
BU17090700,9820
BU17090701,570
BU17090702,300
BU17090703,410
BU17090709,370
BU17090800,505
BU17090809,385
BU17090902,510
BU17090909,890
BU17091000,605
BU17091009,530
BU17110101,60
BU17110102,590
BU17110103,1350
BU17110104,1990
BU17110105,1150
BU17110106,1075
BU17110107,85
BU17110108,1250
BU17110153,90
BU17110209,1500
BU17110210,90
BU17110311,2050
BU17110312,150
BU17110313,270
BU17110414,270
BU17110415,100
BU17110416,85
BU17110417,2350
BU17110418,50
BU17110419,30
BU17110520,30
BU17110521,285
BU17110522,35
BU17110523,80
BU17110524,4045
BU17110525,5930
BU17110526,205
BU17110527,25
BU17110547,10
BU17110549,20
BU17110551,5
BU17110554,50
BU17110628,420
BU17110629,70
BU17110630,1720
BU17110731,1260
BU17110732,2990
BU17110733,515
BU17110734,5
BU17110735,1885
BU17110836,110
BU17110837,920
BU17110938,105
BU17110939,5325
BU17110940,4440
BU17111041,1285
BU17111042,150
BU17111143,4545
BU17111144,195
BU17111145,120
BU17111146,30
BU17111152,20
BU17140800,255
BU17140801,35
BU17140809,115
BU17140900,1270
BU17140909,540
BU17141000,12900
BU17141009,1005
BU17141100,990
BU17141101,270
BU17141108,120
BU17141109,250
BU17141300,1240
BU17141309,135
BU17190101,80
BU17190102,285
BU17190103,100
BU17190104,840
BU17190201,1485
BU17190202,3285
BU17190203,1785
BU17190204,4680
BU17190205,830
BU17190206,2980
BU17190207,4360
BU17190208,2030
BU17190209,4170
BU17190210,4725
BU17190301,560
BU17190302,2160
BU17190303,1420
BU17190304,690
BU17190305,2270
BU17190306,640
BU17190307,3320
BU17190308,400
BU17190309,990
BU17190401,710
BU17190501,210
BU17190502,40
BU17190503,630
BU17190504,3140
BU17190505,1755
BU17190601,800
BU17190602,1680
BU17190603,8940
BU17190604,4125
BU17190605,525
BU17190606,3000
BU17190607,5040
BU17210101,1350
BU17210102,1320
BU17210103,690
BU17210104,880
BU17210105,1060
BU17210106,1250
BU17210107,1260
BU17210108,1080
BU17210109,1450
BU17210110,780
BU17210111,660
BU17210112,910
BU17210113,620
BU17210114,1190
BU17210115,1190
BU17210116,870
BU17210117,820
BU17210118,2560
BU17210119,890
BU17210120,1660
BU17210201,1410
BU17210202,1455
BU17210203,890
BU17210204,1640
BU17210205,1215
BU17210206,2160
BU17210207,1200
BU17210208,1545
BU17210209,1040
BU17210210,2715
BU17210211,1450
BU17210301,775
BU17210302,500
BU17210303,525
BU17210304,475
BU17210305,485
BU17210306,695
BU17210307,510
BU17210308,475
BU17210309,590
BU17210310,640
BU17210401,300
BU17210402,615
BU17210403,660
BU17210501,385
BU17210502,1080
BU17210503,2055
BU17210504,445
BU17210505,1380
BU17210601,1260
BU17210602,2910
BU17210603,425
BU17230101,1000
BU17230102,4780
BU17230103,2370
BU17230104,45
BU17230105,680
BU17230106,4300
BU17230107,3380
BU17230201,1170
BU17230202,2070
BU17230203,2295
BU17230204,1710
BU17230205,45
BU17230206,1725
BU17230207,3945
BU17230301,670
BU17230401,1550
BU17230402,610
BU17230501,325
BU17230601,100
BU17240301,100
BU17240302,830
BU17240303,380
BU17240304,840
BU17240306,760
BU17240307,800
BU17240406,135
BU17240409,45
BU17240601,440
BU17240602,145
BU17240603,885
BU17290000,17700
BU17290001,2000
BU17290002,1500
BU17290003,3060
BU17290009,1600
BU17290100,15360
BU17290101,2600
BU17290102,990
BU17290103,560
BU17290109,525
BU17290200,8550
BU17290201,405
BU17290202,400
BU17290209,210
BU17290300,6040
BU17290301,3600
BU17290302,5720
BU17290309,560
BU17290400,7710
BU17290401,810
BU17290402,820
BU17290409,640
BU17290500,2880
BU17290501,360
BU17290509,390
BU17290600,1875
BU17290601,640
BU17290602,160
BU17290603,270
BU17300000,4050
BU17300001,10245
BU17300009,10
BU17300100,1245
BU17300109,150
BU17300200,510
BU17300209,130
BU17300300,390
BU17300309,300
BU17300400,5680
BU17300401,740
BU17300402,1275
BU17300403,75
BU17300500,900
BU17300509,255
BU17300600,7860
BU17300609,10
BU17300700,20355
BU17300701,875
BU17300709,500
BU17300800,250
BU17300805,5430
BU17300809,400
BU17300900,3985
BU17300909,280
BU17301000,1110
BU17301009,170
BU17301100,280
BU17301101,255
BU17301108,45
BU17301109,240
BU17301200,3180
BU17301201,780
BU17301208,175
BU17301209,200
BU17301300,6520
BU17301309,1080
BU17301400,880
BU17301407,720
BU17310100,665
BU17310109,295
BU17310409,210
BU17310600,3700
BU17310601,310
BU17310602,690
BU17310609,185
BU17310800,885
BU17310801,400
BU17310802,130
BU17310809,310
BU17311009,35
BU17311100,415
BU17311109,175
BU17311200,830
BU17311209,270
BU17311409,215
BU17311509,140
BU17311602,200
BU17311609,175
BU17340101,1600
BU17340102,2640
BU17340103,3040
BU17340104,1365
BU17340201,1680
BU17340202,11865
BU17340203,9585
BU17340204,10680
BU17340205,2295
BU17340206,6800
BU17340207,12760
BU17340301,11520
BU17340302,4185
BU17340303,6500
BU17340304,7400
BU17340305,9400
BU17340306,10620
BU17340401,120
BU17340402,1035
BU17340501,1680
BU17340502,18680
BU17340503,6965
BU17340504,14520
BU17340505,15435
BU17340601,3600
BU17340602,3870
BU17340603,6720
BU17340701,3760
BU17340702,120
BU17340703,500
BU17340704,300
BU17340705,740
BU17340706,40
BU17340801,840
BU17340802,1200
BU17340803,25
BU17340804,315
BU17340901,5895
BU17340902,19500
BU17340903,1170
BU17340904,2100
BU17340905,2160
BU17341001,1150
BU17341002,600
BU17341003,900
BU17341004,50
BU17341006,14300
BU17341101,3210
BU17341102,1250
BU17341103,6060
BU17341104,5580
BU17341105,4770
BU17341106,6930
BU17341107,1800
BU17341201,840
BU17341202,690
BU17341301,630
BU17341302,510
BU17341401,4200
BU17341402,2125
BU17341403,375
BU17341404,500
BU17341405,120
BU17341502,8310
BU17341503,455
BU17341504,7035
BU17341505,735
BU17341506,4200
BU17341507,8850
BU17341601,270
BU17341602,450
BU17341603,1230
BU17341701,1600
BU17341702,3105
BU17341703,560
BU17341704,3300
BU17341705,675
BU17341706,10500
BU17341801,1440
BU17341802,4550
BU17341803,45
BU17341804,8855
BU17341805,1610
BU17341806,2040
BU17341807,7350
BU17341808,4270
BU17350000,3235
BU17350001,1245
BU17350002,555
BU17350003,980
BU17350004,1210
BU17350005,2700
BU17350006,280
BU17350007,90
BU17350008,255
BU17350100,935
BU17350101,3580
BU17350102,40
BU17350109,2850
BU17350206,425
BU17350207,700
BU17350208,1110
BU17350209,1165
BU17350309,420
BU17350407,1365
BU17350408,960
BU17350409,90
BU17350508,280
BU17350600,500
BU17350601,115
BU17350602,360
BU17350603,625
BU17350604,545
BU17350605,2685
BU17350606,930
BU17350607,750
BU17350608,610
BU17350609,5100
BU17350700,105
BU17350709,300
BU17350800,1620
BU17350805,1200
BU17350806,205
BU17350807,1230
BU17350808,735
BU17350809,2350
BU17350900,1750
BU17350908,2300
BU17350909,1810
BU17400000,14280
BU17400001,11240
BU17400006,2280
BU17400007,3370
BU17400008,2025
BU17400009,435
BU17400100,13020
BU17400101,1060
BU17400102,1680
BU17400103,405
BU17400106,170
BU17400107,450
BU17400108,660
BU17400109,2385
BU17400200,3420
BU17400201,725
BU17400208,1675
BU17420000,2955
BU17420004,1940
BU17420005,3400
BU17420006,5140
BU17420007,3600
BU17420008,3735
BU17420207,390
BU17420208,315
BU17420209,1140
BU17420304,150
BU17420305,1270
BU17420308,1380
BU17420309,1000
BU17420311,1980
BU17420401,30
BU17420402,10
BU17420500,345
BU17420501,720
BU17420502,1320
BU17420503,1400
BU17420504,150
BU17420505,375
BU17420506,25
BU17420507,70
BU17420508,440
BU17420509,640
BU17420701,1660
BU17420801,480
BU17420901,13300
BU17420902,10650
BU17420904,1440
BU17421001,3480
BU17421002,6225
BU17421003,5
BU17421004,4710
BU17421005,5625
BU17421006,6860
BU17421007,5595
BU17421106,2310
BU17421107,125
BU17421108,880
BU17421109,3660
BU17710000,2855
BU17710001,3160
BU17710002,2140
BU17710003,3605
BU17710004,4530
BU17710006,5265
BU17710007,3585
BU17710009,150
BU17710100,19450
BU17710109,1475
BU17730111,3570
BU17730112,5760
BU17730113,2400
BU17730114,3340
BU17730115,345
BU17730216,2550
BU17730217,1575
BU17730219,150
BU17730320,690
BU17730321,580
BU17730422,4240
BU17730423,270
BU17730626,2580
BU17730727,1500
BU17730728,870
BU17730829,720
BU17730930,1550
BU17731031,325
BU17731132,670
BU17731233,1840
BU17741210,440
BU17741299,320
BU17741398,390
BU17741399,225
BU17741410,460
BU17741499,700
BU17741510,260
BU17741511,730
BU17741512,420
BU17741513,1095
BU17741514,200
BU17741515,675
BU17741516,840
BU17741550,165
BU17741598,10
BU17741599,110
BU17741610,1400
BU17741611,1770
BU17741612,1185
BU17741613,220
BU17741614,435
BU17741650,270
BU17741699,4050
BU17741710,1420
BU17741799,950
BU17741810,2680
BU17741899,4080
BU17741910,1245
BU17741999,1510
BU17830101,14130
BU17830103,11355
BU17830105,6500
BU17830111,3040
BU17830113,16450
BU17830151,3800
BU17830154,900
BU17830155,2850
BU17830157,100
BU17830158,700
BU17830159,5670
BU17830160,3000
BU17830161,12840
BU17830201,3175
BU17830207,9325
BU17830211,8875
BU17830251,1150
BU17830253,5610
BU17830256,60
BU17830257,11625
BU17830301,12140
BU17830306,200
BU17830351,2160
BU17830352,2835
BU17830401,3770
BU17830402,5740
BU17830403,3800
BU17830404,5330
BU17830405,3570
BU17830406,4570
BU17830407,3760
BU17830408,5655
BU17830409,855
BU17830410,2040
BU17830420,6770
BU17830480,9850
BU17830502,4480
BU17830504,10215
BU17830505,10005
BU17830506,5625
BU17830507,4725
BU17830508,1710
BU17830509,4240
BU17830510,3120
BU17830511,585
BU17830512,15
BU17830603,125
BU17830606,2430
BU17830608,2080
BU17830609,510
BU17830611,2955
BU17830612,435
BU17830701,10950
BU17830702,405
BU17830703,1710
BU17830704,390
BU17830710,6650
BU17830711,45
BU17830712,15340
BU17830713,9975
BU17830714,6040
BU17830801,8325
BU17830802,120
BU17830803,3140
BU17830901,7900
BU17830902,13775
BU17830903,11760
BU17830904,320
BU17830905,180
BU17830906,1500
BU17830907,2820
BU17831001,2220
BU18420000,21270
BU18420001,41300
BU18420002,805
BU18420004,675
BU18420005,2940
BU18420007,140
BU18420009,1480
BU18420100,9070
BU18420101,200
BU18420103,1755
BU18420106,2300
BU18420108,110
BU18420109,660
BU18590000,905
BU18590002,1980
BU18590003,540
BU18590004,600
BU18590005,670
BU18590006,720
BU18590007,785
BU18590008,1300
BU18590009,760
BU18590013,115
BU18590017,375
BU18590018,1120
BU18590104,310
BU18590105,150
BU18590106,580
BU18590107,370
BU18590108,600
BU18590110,1095
BU18590111,35
BU18590112,875
BU18590115,535
BU18590116,760
BU18590117,460
BU18590118,440
BU18590120,715
BU18590121,355
BU18590122,630
BU18590206,720
BU18590301,630
BU18590302,555
BU18590307,480
BU18590308,1220
BU18590309,775
BU18590310,3705
BU18590311,450
BU18590312,1655
BU18590313,405
BU18590314,2570
BU18590315,310
BU18590316,700
BU18590317,1130
BU18590318,1085
BU18590319,270
BU18590405,1940
BU18590406,285
BU18590407,450
BU18590410,240
BU18590416,1330
BU18590418,220
BU18760000,17620
BU18760001,4140
BU18760002,290
BU18760004,1980
BU18760005,930
BU18760006,3400
BU18760007,2450
BU18760008,355
BU18760009,280
BU18760100,22820
BU18760101,2100
BU18760102,825
BU18760103,9925
BU18760104,5840
BU18760105,1820
BU18760200,9760
BU18760201,210
BU18760202,1365
BU18760203,585
BU18760204,960
BU18760207,795
BU18760208,150
BU18760209,2400
BU18760300,7520
BU18760301,270
BU18760302,1030
BU18760303,780
BU18760304,300
BU18760305,1900
BU18760306,270
BU18760307,350
BU18760308,2625
BU18760309,3210
BU18760310,1620
BU18760400,4000
BU18760401,1230
BU18760402,920
BU18760403,2820
BU18760404,1200
BU18760405,1560
BU18760406,1550
BU18760407,600
BU18760408,680
BU18760409,195
BU18760410,390
BU18830001,11160
BU18830008,590
BU18830100,6960
BU18830101,1665
BU18830102,12300
BU18830103,13680
BU18830109,675
BU18830200,6840
BU18830201,6400
BU18830202,5440
BU18830203,5730
BU18830204,2720
BU18830205,29650
BU18830208,140
BU18830209,480
BU18830300,31535
BU18830301,360
BU18830400,2480
BU18830401,2540
BU18830402,2640
BU18830501,34480
BU18830502,30905
BU18830503,30460
BU18830504,43470
BU18830505,38440
BU18830506,36470
BU18830601,2250
BU18830602,5970
BU18830603,4890
BU18830604,9255
BU18830606,720
BU18830607,210
BU18830609,90
BU18830700,5505
BU18830701,1480
BU18830702,9200
BU18840000,26970
BU18840001,14450
BU18840002,22560
BU18840003,5850
BU18840004,9030
BU18840101,4020
BU18840102,9870
BU18840104,3420
BU18840105,2100
BU18840107,980
BU18840109,1480
BU18840200,9240
BU18840201,385
BU18840202,8700
BU18840203,14800
BU18840207,260
BU18840208,4880
BU18840209,1680
BU18840300,2400
BU18840309,90
BU18840400,4740
BU18840402,525
BU18840404,315
BU18840405,5400
BU18840407,100
BU18840408,8600
BU18840409,60
BU18910000,5665
BU18910001,1105
BU18910008,160
BU18910009,230
BU18910100,810
BU18910101,905
BU18910108,140
BU18910109,50
BU18910201,7090
BU18910202,390
BU18910209,120
BU18910301,80
BU18910309,150
BU18920101,4940
BU18920102,1025
BU18920103,3775
BU18920104,5825
BU18920105,320
BU18920106,1250
BU18920107,6275
BU18920191,1225
BU18920201,2080
BU18920202,3080
BU18920203,3150
BU18920204,60
BU18920205,4340
BU18920206,6925
BU18920207,315
BU18920208,640
BU18920209,3850
BU18920211,7470
BU18920291,510
BU18920292,1290
BU18920293,1960
BU18920301,4470
BU18920302,2460
BU18920303,5085
BU18920304,7200
BU18920305,1900
BU18920306,1280
BU18920307,1420
BU18920308,60
BU18920309,360
BU18920311,2655
BU18920399,1290
BU18920401,2100
BU18920402,45
BU18920403,14715
BU18920404,18400
BU18920405,7150
BU18920406,225
BU18920407,945
BU18920408,22000
BU18920409,19665
BU18920410,9720
BU18920411,15640
BU18920412,7800
BU18920413,16470
BU18920414,23980
BU18920415,22550
BU18920416,20880
BU18920491,5445
BU18920492,8820
BU18920493,1550
BU18940000,1355
BU18940001,5160
BU18940002,165
BU18940003,200
BU18940100,3920
BU18940101,28280
BU18940102,28200
BU18940104,1400
BU18940105,3870
BU18940106,450
BU18940107,390
BU18940108,4050
BU18940109,1290
BU18940200,11740
BU18940203,2220
BU18940204,175
BU18940208,1060
BU18940209,210
BU18940300,5165
