bu_code,a_inw
BU03560402,1835
BU03560403,2675
BU03560501,9240
BU03560502,4215
BU03560503,6930
BU03560600,1980
BU03560700,5295
BU03560801,8430
BU03560802,7140
BU03560803,5990
BU03560804,50
BU03561001,10410
BU03561002,18450
BU03561003,10170
BU03561101,11620
BU03561102,9345
BU03561200,15165
BU03561301,16555
BU03561302,7385
BU03561400,4860
BU03561500,60
BU03561600,16030
BU03561800,200
BU03562001,330
BU03562002,250
BU03562100,1515
BU03562200,280
BU03562300,180
BU03562400,5775
BU03562500,5280
BU03580000,9090
BU03580001,20505
BU03580004,7935
BU03580005,885
BU03580200,7560
BU03580201,10200
BU03580205,61920
BU03580206,6305
BU03610100,2145
BU03610101,2650
BU03610102,6195
BU03610103,820
BU03610104,1650
BU03610105,3160
BU03610106,2480
BU03610107,1110
BU03610108,1565
BU03610109,1500
BU03610200,4400
BU03610201,2270
BU03610202,3980
BU03610203,5475
BU03610204,4290
BU03610205,1100
BU03610206,2190
BU03610300,8340
BU03610301,2880
BU03610302,6130
BU03610303,1220
BU03610309,150
BU03610400,7460
BU03610401,3485
BU03610402,1515
BU03610403,3390
BU03610404,4160
BU03610409,315
BU03610500,5930
BU03610501,625
BU03610502,2280
BU03610503,1730
BU03610600,3690
BU03610601,3035
BU03610602,3230
BU03610603,3280
BU03610604,2460
BU03610700,2775
BU03610701,2810
BU03610702,2380
BU03610703,2430
BU03610704,2445
BU03610709,60
BU03610800,6070
BU03610801,9870
BU03610802,4550
BU03610803,1160
BU03610900,630
BU03610901,225
BU03610903,7560
BU03610904,3900
BU03610905,1680
BU03610906,7865
BU03611000,1020
BU03611001,8305
BU03611002,13275
BU03611003,52740
BU03611004,1820
BU03611005,3080
BU03611006,2560
BU03611100,3080
BU03611101,1925
BU03620101,6885
BU03620102,18750
BU03620201,3720
BU03620202,8980
BU03620301,10455
BU03620302,7200
BU03620303,6735
BU03620304,11805
BU03620401,14100
BU03620501,14800
BU03620502,2120
BU03620601,12220
BU03620602,8000
BU03620603,12140
BU03620604,9520
BU03620701,1155
BU03620702,1350
BU03620801,3690
BU03620802,13770
BU03620803,11625
BU03620804,25410
BU03620805,15100
BU03620806,7140
BU03620901,7200
BU03620902,11200
BU03620903,7665
BU03620904,16040
BU03620905,14630
BU03621001,13080
BU03621002,20920
BU03621003,19670
BU03621004,25155
BU03621005,22610
BU03621101,27135
BU03621102,13350
BU03621103,11970
BU03621104,1935
BU03621105,22275
BU03621106,23700
BU03621201,34045
BU03621202,25020
BU03621203,31080
BU03621204,550
BU03621301,11220
BU03621302,2070
BU03621401,285
BU03621402,225
BU0363AA01,2070
BU0363AA02,17460
BU0363AA03,10950
BU0363AA04,990
BU0363AA05,14250
BU0363AA06,9090
BU0363AB01,8730
BU0363AB02,16350
BU0363AB03,12570
BU0363AB04,5490
BU0363AB05,17490
BU0363AB06,1075
BU0363AB07,17880
BU0363AB08,2170
BU0363AB09,4200
BU0363AB10,25950
BU0363AB11,5490
BU0363AC01,13265
BU0363AC02,11220
BU0363AC03,12450
BU0363AC04,4440
BU0363AD01,35
BU0363AD02,3955
BU0363AD03,3535
BU0363AD04,6230
BU0363AD05,5530
BU0363AD06,5495
BU0363AD07,3220
BU0363AD08,2345
BU0363AE01,8085
BU0363AE02,5180
BU0363AE03,12800
BU0363AE04,2250
BU0363AE05,4865
BU0363AF01,4040
BU0363AF02,7700
BU0363AF03,5215
BU0363AF04,6965
BU0363AF05,11095
BU0363AF06,8715
BU0363AF07,8400
BU0363AF08,11410
BU0363AF09,6265
BU0363AG01,4200
BU0363AG02,2415
BU0363AG03,7175
BU0363AG04,5010
BU0363AG05,9870
BU0363AG06,10850
BU0363AH01,1710
BU0363AH02,6660
BU0363AH03,16800
BU0363AH04,7320
BU0363AH05,800
BU0363AH06,1800
BU0363AH07,6660
BU0363AH08,5820
BU0363AJ01,18360
BU0363AJ02,14310
BU0363AJ03,11970
BU0363AJ04,2340
BU0363AK01,660
BU0363AK02,10020
BU0363AK03,12625
BU0363AK04,14500
BU0363AK05,6960
BU0363AK06,3885
BU0363AK07,17430
BU0363AK08,3760
BU0363BA01,90
BU0363BA02,105
BU0363BA03,240
BU0363BA06,110
BU0363BB01,1925
BU0363BB03,5495
BU0363BB04,40
BU0363BB06,160
BU0363EA01,600
BU0363EA02,135
BU0363EA03,5220
BU0363EB02,40
BU0363EB04,17280
BU0363EB05,13140
BU0363EB06,12600
BU0363EB07,21160
BU0363EB08,13685
BU0363EB10,6120
BU0363EC01,36135
BU0363EC02,3870
BU0363ED01,43245
BU0363ED02,17360
BU0363ED03,30800
BU0363ED04,16000
BU0363EE01,43880
BU0363EE02,37665
BU0363EE03,4095
BU0363EE04,19280
BU0363EE05,14920
BU0363EE06,24750
BU0363EF01,14000
BU0363EF02,31960
BU0363EG01,420
BU0363EG02,8645
BU0363EG03,90
BU0363EG04,6180
BU0363EH01,16710
BU0363EH02,21810
BU0363EH03,7170
BU0363EH04,8130
BU0363EH05,4890
BU0363EH06,19140
BU0363EJ01,22920
BU0363EJ02,7140
BU0363EJ03,19110
BU0363EK01,20000
BU0363EK02,10640
BU0363EK03,17840
BU0363EK04,12915
BU0363EL01,11010
BU0363EL02,18780
BU0363EL03,9960
BU0363EM01,13265
BU0363EM02,20790
BU0363EM03,13055
BU0363EM04,20490
BU0363EN01,6630
BU0363EN02,13320
BU0363EN03,5940
BU0363EN04,10500
BU0363EP01,14400
BU0363EP02,27860
BU0363EQ01,28440
BU0363ER01,20930
BU0363ER02,25935
BU0363ES01,13055
BU0363ES02,19530
BU0363ES03,13410
BU0363ET01,34140
BU0363ET02,13500
BU0363EU01,14010
BU0363EU02,13150
BU0363EU03,12675
BU0363EV01,4300
BU0363EV02,5025
BU0363FA01,570
BU0363FA02,255
BU0363FA03,2185
BU0363FA05,110
BU0363FA08,10100
BU0363FB01,375
BU0363FB02,31525
BU0363FB03,85470
BU0363FB04,3540
BU0363FB05,37830
BU0363FB06,38570
BU0363FB07,37960
BU0363FB08,18240
BU0363FC01,37785
BU0363FC02,37840
BU0363FC03,38300
BU0363FD01,27950
BU0363FD02,15100
BU0363FD03,19850
BU0363FD04,26190
BU0363FE01,9450
BU0363FE02,20970
BU0363FE03,30465
BU0363FF01,12160
BU0363FF02,5040
BU0363FF03,980
BU0363FG01,40000
BU0363FG02,50270
BU0363FG03,58650
BU0363FH01,1495
BU0363FH02,68310
BU0363FJ01,33600
BU0363FJ02,40920
BU0363FJ03,31000
BU0363FJ04,61750
BU0363FK01,53295
BU0363FK02,35145
BU0363FK03,51240
BU0363FK04,11205
BU0363FK05,40800
BU0363FL01,21960
BU0363FL02,20295
BU0363FL03,28035
BU0363FM01,9960
BU0363FM02,48240
BU0363FM03,7105
BU0363FM04,36360
BU0363FM05,7920
BU0363FM06,6685
BU0363FN01,25920
BU0363FN02,22560
BU0363FN03,5425
BU0363FN04,23205
BU0363FP01,9810
BU0363FP02,17850
BU0363FP03,7650
BU0363FP04,33180
BU0363FP05,14910
BU0363FP06,2250
BU0363FQ01,6480
BU0363FQ02,30550
BU0363FQ03,25360
BU0363FQ04,17760
BU0363FQ05,9320
BU0363FQ06,15295
BU0363FQ07,2345
BU0363FQ08,4975
BU0363FQ09,4935
BU0363FQ10,1320
BU0363KA01,25375
BU0363KA02,9210
BU0363KA03,9870
BU0363KA04,17710
BU0363KA05,8660
BU0363KA06,810
BU0363KB01,12275
BU0363KB02,5920
BU0363KC02,7750
BU0363KC03,7845
BU0363KC04,7000
BU0363KD02,14800
BU0363KD03,11190
BU0363KD04,4620
BU0363KD05,60
BU0363KD06,4590
BU0363KD07,12360
BU0363KD08,8970
BU0363KD09,8280
BU0363KD10,8010
BU0363KE01,15480
BU0363KE02,12210
BU0363KE03,15210
BU0363KE04,25450
BU0363KE05,13125
BU0363KF01,18050
BU0363KF02,9540
BU0363KF03,15680
BU0363KF04,10600
BU0363KG01,8620
BU0363KG02,10800
BU0363KG03,12260
BU0363KH01,3090
BU0363KH02,7095
BU0363KH03,9480
BU0363KH04,5840
BU0363KH05,20775
BU0363KH06,1155
BU0363KJ01,450
BU0363KJ02,8700
BU0363KJ03,12550
BU0363KJ04,13100
BU0363KJ05,6825
BU0363KJ06,4000
BU0363KK01,11600
BU0363KK02,17220
BU0363KK03,12600
BU0363KK04,9560
BU0363KK05,4530
BU0363KK06,2235
BU0363KL01,9360
BU0363KL02,11540
BU0363KM01,9640
BU0363KM02,6640
BU0363KM03,6570
BU0363KM04,8055
BU0363KM05,135
BU0363KN01,7000
BU0363KP01,2180
BU0363KP03,1080
BU0363KP04,10900
BU0363KP05,7100
BU0363KQ01,325
BU0363KQ02,140
BU0363KQ03,5150
BU0363KQ04,14145
BU0363KQ05,21250
BU0363KQ06,15780
BU0363KR01,2385
BU0363KR02,10305
BU0363KR03,12195
BU0363KR04,45
BU0363MA01,19890
BU0363MA02,9260
BU0363MA03,8670
BU0363MA04,9700
BU0363MA05,5450
BU0363MA06,5550
BU0363MA07,2850
BU0363MA08,80
BU0363MA09,3410
BU0363MA10,4320
BU0363MA11,480
BU0363MB01,7820
BU0363MB02,13100
BU0363MB03,2660
BU0363MC01,15120
BU0363MC02,650
BU0363MC03,12280
BU0363MC04,11100
BU0363MD01,11910
BU0363MD02,9810
BU0363ME01,12750
BU0363ME02,3740
BU0363ME03,2005
BU0363MF01,7840
BU0363MF02,8980
BU0363MF03,3860
BU0363MG01,11220
BU0363MG02,860
BU0363MG03,3755
BU0363MG04,20
BU0363MH01,30
BU0363MH02,9190
BU0363MH03,180
BU0363MH04,265
BU0363MH05,685
BU0363MH06,260
BU0363MJ01,7875
BU0363MJ02,8800
BU0363MJ03,11000
BU0363MJ04,11360
BU0363MJ05,23600
BU0363MK04,3100
BU0363ML01,7320
BU0363ML02,30275
BU0363ML03,1320
BU0363MM01,2500
BU0363MM02,6590
BU0363MM03,4310
BU0363MM04,1050
BU0363MM05,30
BU0363MM06,830
BU0363MM07,1820
BU0363MM08,2770
BU0363MQ01,2160
BU0363MQ02,150
BU0363MQ03,225
BU0363MQ04,1800
BU0363MQ05,5550
BU0363MQ06,150
BU0363MQ07,1940
BU0363NA01,1820
BU0363NA02,1360
BU0363NA03,21760
BU0363NA04,38025
BU0363NA05,5250
BU0363NA06,21360
BU0363NA07,49040
BU0363NB03,45920
BU0363NB04,19250
BU0363NB05,19670
BU0363NB06,1690
BU0363NB07,45150
BU0363NC01,19295
BU0363NC02,62700
BU0363NC03,56630
BU0363NC04,37660
BU0363ND01,16350
BU0363ND02,37125
BU0363NE01,39750
BU0363NE02,56880
BU0363NE03,53130
BU0363NE04,54145
BU0363NE05,4650
BU0363NE06,4225
BU0363NF01,2450
BU0363NF02,1890
BU0363NF03,13520
BU0363NF04,3905
BU0363NG01,53925
BU0363NG02,20020
BU0363NG03,1750
BU0363NH01,37500
BU0363NH02,39000
BU0363NH03,26880
BU0363NH04,19110
BU0363NH05,44310
BU0363NH06,3290
BU0363NJ01,7800
BU0363NJ02,44880
BU0363NJ03,18520
BU0363NJ04,5520
BU0363NJ05,53955
BU0363NJ06,14175
BU0363NK01,34090
BU0363NK02,32900
BU0363NK03,64190
BU0363NL01,15400
BU0363NL02,2040
BU0363NL03,63075
BU0363NL04,37125
BU0363NM01,28650
BU0363NN01,13650
BU0363NN02,24150
BU0363NP01,5840
BU0363NP02,150
BU0363NP03,275
BU0363NQ01,1050
BU0363NQ02,50
BU0363NQ03,6720
BU0363NQ04,390
BU0363NQ05,3780
BU0363NQ06,25
BU0363NQ07,150
BU0363NQ08,4275
BU0363NQ09,2560
BU0363NQ10,4200
BU0363SA01,750
BU0363SA02,9240
BU0363SB01,40
BU0363SB02,1050
BU0363SB03,14945
BU0363SB04,3050
BU0363SB05,14085
BU0363SB06,245
BU0363SC01,875
BU0363SC02,8050
BU0363SC03,10920
BU0363SC04,13370
BU0363SC05,16470
BU0363SC06,9810
BU0363SD01,7175
BU0363SD02,4280
BU0363SD03,13110
BU0363SD04,3420
BU0363SD05,3870
BU0363SD06,4620
BU0363SE01,4230
BU0363SE02,10500
BU0363SE03,9720
BU0363SE04,8175
BU0363TA02,60
BU0363TA03,1730
BU0363TA05,5010
BU0363TA06,60
BU0363TA07,220
BU0363TB01,5100
BU0363TB02,3415
BU0363TC01,1940
BU0363TC02,8720
BU0363TC03,2600
BU0363TC04,1320
BU0363TD01,3890
BU0363TD02,6060
BU0363TD03,4840
BU0363TD04,390
BU0363TE01,2250
BU0363TE02,7400
BU0363TE03,3530
BU0363TF01,9465
BU0363TF02,5250
BU0363TF03,6750
BU0363TG01,6930
BU0363TG02,9345
BU0363TG03,4730
BU0363TH01,1490
BU0363TH02,5710
BU0363TH03,1010
BU0363TH04,2810
BU0363TH05,4260
BU0363TJ01,2735
BU0363TJ02,5000
BU0363TJ03,8530
BU0363TK01,9285
BU0363TK02,60
BU0363TK03,30
BU0363TL01,6165
BU0363TL02,4590
BU0363TL03,4880
BU0363TL04,7560
BU0363TM01,12020
BU0363TM02,4965
BU0363TM03,15975
BU0363TM04,16825
BU03730104,535
BU03730117,760
BU03730200,370
BU03730300,595
BU03730400,4990
BU03730401,190
BU03730402,2780
BU03730403,1120
BU03730500,2515
BU03730501,195
BU03730600,2315
BU03730601,1370
BU03730602,170
BU03730609,795
BU03730700,9885
BU03730701,430
BU03730702,1120
BU03730703,975
BU03730704,6160
BU03730705,795
BU03730709,340
BU03750000,9180
BU03750001,17810
BU03750002,18395
BU03750003,11760
BU03750004,9180
BU03750005,11495
BU03750100,15145
BU03750101,32760
BU03750102,165
BU03750200,13750
BU03750201,8160
BU03750202,5400
BU03750300,20520
BU03750301,23220
BU03750302,20215
BU03750303,5785
BU03750400,9405
BU03750401,6600
BU03750500,24475
BU03750501,7150
BU03750502,4650
BU03750600,37440
BU03750601,20280
BU03750700,17730
BU03750701,10650
BU03750702,27995
BU03750703,8640
BU03750800,15400
BU03750801,40
BU03750900,1690
BU03750901,275
BU03750902,550
BU03751000,28105
BU03751001,12780
BU03751002,9000
BU03751003,20040
BU03760101,23190
BU03760102,34965
BU03760104,38390
BU03760105,910
BU03760106,30
BU03770000,12000
BU03770001,1335
BU03770002,1035
BU03770003,3120
BU03770004,3000
BU03770005,585
BU03770009,460
BU03770100,12120
BU03770101,900
BU03770109,400
BU03770200,8370
BU03770201,1750
BU03770202,1380
BU03770209,1530
BU03770300,10100
BU03770309,240
BU03770400,3945
BU03770401,1750
BU03770402,3090
BU03770403,1260
BU03770404,5560
BU03770409,1070
BU03830001,7170
BU03830011,7305
BU03830101,9000
BU03830111,5170
BU03830201,13160
BU03830211,4550
BU03830221,11660
BU03830301,2840
BU03830311,240
BU03830401,2120
BU03830411,6450
BU03830421,2910
BU03830431,90
BU03830501,6640
BU03830511,13660
BU03830601,1705
BU03830701,6060
BU03830711,5180
BU03830721,4250
BU03840101,3840
BU03840102,100
BU03840103,3560
BU03840104,4590
BU03840105,4065
BU03840201,2380
BU03840202,2170
BU03840203,670
BU03840204,1035
BU03840206,2500
BU03840207,1860
BU03840208,3165
BU03840301,1175
BU03840302,1235
BU03840303,825
BU03840304,400
BU03840305,870
BU03840306,1280
BU03840307,685
BU03840308,985
BU03840401,10
BU03840501,1820
BU03840502,3260
BU03840503,165
BU03840601,50
BU03840603,75
BU03840701,1950
BU03840702,4830
BU03840801,500
BU03840802,120
BU03840803,60
BU03850006,30
BU03850201,3260
BU03850207,1905
BU03850208,1435
BU03850209,100
BU03850212,2665
BU03850301,2700
BU03850401,1535
BU03850402,1990
BU03850501,3180
BU03850601,715
BU03850801,500
BU03850901,165
BU03920101,8380
BU03920102,12860
BU03920103,8340
BU03920104,9500
BU03920105,10575
BU03920106,4320
BU03920201,8820
BU03920202,2640
BU03920203,5715
BU03920204,4125
BU03920205,5670
BU03920206,6525
BU03920207,140
BU03920208,3520
BU03920301,8320
BU03920302,4095
BU03920303,5320
BU03920304,6570
BU03920401,1310
BU03920402,5070
BU03920403,7590
BU03920404,3915
BU03920405,5475
BU03920501,1905
BU03920502,3930
BU03920503,5500
BU03920504,80
BU03920505,30
BU03920506,1980
BU03920601,6340
BU03920602,2655
BU03920603,480
BU03920701,10960
BU03920702,7500
BU03920703,8680
BU03920704,13950
BU03920801,8680
BU03920802,5360
BU03920803,5960
BU03920804,2430
BU03920901,12600
BU03920902,10320
BU03920903,1960
BU03920904,12060
BU03920905,6240
BU03921001,10350
BU03921002,15510
BU03921003,4825
BU03921004,9925
BU03921005,6600
BU03921101,10150
BU03921102,8800
BU03921103,9425
BU03921104,6325
BU03921105,14370
BU03921201,6180
BU03921202,4935
BU03921203,5205
BU03921204,4740
BU03921205,10740
BU03921206,5280
BU03921207,11060
BU03921301,250
BU03921302,4950
BU03921303,3540
BU03921304,9060
BU03921305,5385
BU03921306,5500
BU03921307,4650
BU03921401,19160
BU03921402,8190
BU03921403,10185
BU03921404,315
BU03921501,17080
BU03921502,7050
BU03921503,8730
BU03921601,3690
BU03921602,150
BU03921603,24750
BU03921604,13860
BU03921605,10485
BU03921702,7380
BU03921801,135
BU03921802,8820
BU03921803,780
BU03921804,4420
BU03921805,100
BU03921806,5530
BU03921807,6600
BU03921901,4280
BU03921902,3870
BU03921903,14430
BU03921904,6775
BU03921906,10780
BU03922001,1100
BU03922002,4380
BU03922003,5310
BU03922004,5620
BU03922005,5625
BU03922006,5060
BU03922007,20
BU03922101,1020
BU03922102,5490
BU03922103,14790
BU03922104,90
BU03922105,5775
BU03922106,7425
BU03940101,7170
BU03940102,17775
BU03940103,16975
BU03940104,32610
BU03940105,17250
BU03940106,16020
BU03940107,14850
BU03940108,24480
BU03940109,22350
BU03940111,19080
BU03940112,21360
BU03940113,33050
BU03940114,32440
BU03940115,2225
BU03940116,40860
BU03940117,40675
BU03940118,16780
BU03940119,740
BU03940122,2360
BU03940123,720
BU03940124,2660
BU03940125,1330
BU03940126,2050
BU03940230,2715
BU03940231,5505
BU03940232,12900
BU03940233,8610
BU03940234,6240
BU03940235,11610
BU03940236,46440
BU03940237,26610
BU03940239,60
BU03940240,2115
BU03940241,390
BU03940343,25500
BU03940344,12480
BU03940345,12530
BU03940346,18450
BU03940347,16050
BU03940348,14160
BU03940349,5040
BU03940350,980
BU03940429,2150
BU03940465,8140
BU03940466,1350
BU03940551,880
BU03940552,26415
BU03940553,11800
BU03940554,30525
BU03940556,9500
BU03940557,10465
BU03940558,11340
BU03940559,13915
BU03940560,10250
BU03940561,5880
BU03940562,3640
BU03940564,4005
BU03940674,560
BU03940675,1155
BU03940676,2020
BU03940677,210
BU03940678,245
BU03940779,1610
BU03940780,1305
BU03940781,585
BU03940782,825
BU03940883,660
BU03940884,220
BU03940885,1155
BU03940986,3800
BU03940987,680
BU03940988,1940
BU03940989,400
BU03941090,9690
BU03941091,510
BU03941192,665
BU03941193,6475
BU03941294,8425
BU03941295,2400
BU03941397,3220
BU03941398,255
BU03941399,2610
BU03941567,13965
BU03941569,14040
BU03941570,4600
BU03941571,3745
BU03941663,990
BU03942038,39180
BU03942042,2220
BU03942096,1235
BU03942120,2640
BU03942121,660
BU03942128,250
BU03942272,35420
BU03942273,975
BU03960100,13160
BU03960101,2700
BU03960200,16905
BU03960202,70
BU03960300,1575
BU03960301,2720
BU03960302,22545
BU03960303,20520
BU03960400,2760
BU03960402,6960
BU03960403,2205
BU03960404,3000
BU03960409,180
BU03960500,12840
BU03960501,13895
BU03960502,7710
BU03960503,1855
BU03960600,8435
BU03960601,11060
BU03960602,1140
BU03960603,18900
BU03960604,105
BU03960700,11880
BU03960701,2520
BU03960702,9720
BU03960800,17800
BU03960801,11070
BU03960802,9900
BU03960900,16965
BU03960901,21560
BU03961001,26550
BU03961002,11375
BU03970000,14760
BU03970001,22400
BU03970002,4430
BU03970003,10540
BU03970004,5450
BU03970005,2870
BU03970006,7180
BU03970007,4820
BU03970008,3720
BU03970009,7280
BU03970100,5280
BU03970101,4800
BU03970102,720
BU03970200,3255
BU03990201,75
BU03990202,3350
BU03990301,2610
BU03990302,1935
BU03990303,7215
BU03990304,1035
BU03990401,3510
BU03990402,6960
BU03990501,6810
BU03990502,6405
BU03990503,1695
BU03990504,4815
BU03990601,765
BU03990603,7260
BU03990604,6525
BU03990701,80
BU03990801,220
BU03990802,1050
BU04000101,1075
BU04000102,1435
BU04000103,530
BU04000104,985
BU04000105,2370
BU04000106,740
BU04000107,20
BU04000108,1835
BU04000109,95
BU04000200,2350
BU04000201,2280
BU04000202,940
BU04000203,1090
BU04000204,1450
BU04000205,1605
BU04000206,770
BU04000208,175
BU04000300,610
BU04000301,85
BU04000302,950
BU04000303,1550
BU04000304,5
BU04000400,660
BU04000401,685
BU04000402,1320
BU04000403,405
BU04000404,770
BU04000405,525
BU04000406,730
BU04000407,1585
BU04000408,1985
BU04000409,590
BU04000500,5
BU04000606,35
BU04000803,1990
BU04000804,2590
BU04000806,935
BU04000807,1140
BU04000808,465
BU04000809,925
BU04020101,14160
BU04020102,12060
BU04020103,6580
BU04020104,6880
BU04020201,15825
BU04020202,8800
BU04020203,8715
BU04020204,6700
BU04020205,4760
BU04020206,210
BU04020301,400
BU04020302,9060
BU04020303,13200
BU04020304,48080
BU04020401,15050
BU04020402,18600
BU04020403,13440
BU04020404,24465
BU04020405,33680
BU04020501,20050
BU04020502,7775
BU04020503,655
BU04020504,275
BU04020505,3600
BU04020506,1800
BU04020601,13275
BU04020602,10600
BU04020603,16960
BU04020604,20280
BU04020605,23680
BU04020606,3510
BU04020701,13020
BU04020702,7950
BU04020703,52920
BU04020801,16600
BU04020901,90
BU04020904,560
BU04020905,3420
BU04020906,40
BU04020907,90
BU04051000,940
BU04051001,2375
BU04051002,1600
BU04051003,885
BU04051100,250
BU04051101,350
BU04051102,2040
BU04051103,380
BU04051200,3460
BU04051201,1735
BU04051202,1670
BU04051203,655
BU04051204,45
BU04051300,1910
BU04051301,3880
BU04051303,1360
BU04051304,940
BU04051305,1970
BU04051306,910
BU04051307,4660
BU04051308,55
BU04052000,615
BU04052001,125
BU04052002,840
BU04052003,435
BU04052004,1595
BU04052005,650
BU04052006,1970
BU04052007,2090
BU04052008,890
BU04052100,2325
BU04052101,840
BU04052102,165
BU04052103,1755
BU04052104,2095
BU04052105,650
BU04052200,2250
BU04052201,190
BU04053000,30
BU04053001,3830
BU04053002,3015
BU04053004,160
BU04053005,90
BU04053006,225
BU04053100,315
BU04053101,1080
BU04053102,305
BU04053103,2985
BU04053104,6390
BU04053200,1710
BU04053201,5205
BU04053202,2010
BU04053203,1600
BU04053300,3450
BU04053301,3150
BU04053302,1480
BU04053303,3820
BU04053304,3240
BU04053305,4160
BU04053306,8520
BU04053307,1945
BU04053308,2430
BU04053401,20
BU04053402,10
BU04053501,5115
BU04053502,5565
BU04053503,5550
BU04053504,1300
BU04053505,215
BU04053506,470
BU04060001,25130
BU04060002,16020
BU04060103,17185
BU04060204,1645
BU04060205,2030
BU04060206,3480
BU04060307,525
BU04060308,1050
BU04060327,105
BU04060328,40
BU04060329,70
BU04060330,660
BU04060409,4340
BU04060410,12870
BU04060511,8550
BU04060512,405
BU04060513,7065
BU04060614,21240
BU04060615,8855
BU04060716,26740
BU04060817,29340
BU04060818,23265
BU04060919,29000
BU04061020,10570
BU04061021,3030
BU04061123,33950
BU04061124,12645
BU04061125,10755
BU04061226,19650
BU04061231,3150
BU04150101,1700
BU04150201,6920
BU04150301,39715
BU04150303,16960
BU04150304,26025
BU04150305,32480
BU04150306,11070
BU04150307,65
BU04150308,22680
BU04170320,7500
BU04170321,20
BU04170322,5375
BU04170323,6050
BU04170324,1620
BU04170325,1740
BU04170326,1160
BU04170327,5450
BU04170328,18360
BU04170329,5110
BU04200101,4260
BU04200102,2700
BU04200103,960
BU04200104,4380
BU04200105,7780
BU04200106,3600
BU04200107,60
BU04200108,10
BU04200109,60
BU04200110,300
BU04200201,3610
BU04200202,585
BU04200301,3700
BU04200302,640
BU04200401,525
BU04200501,3900
BU04200502,190
BU04200601,665
BU04200602,540
BU04200701,300
BU04200702,450
BU04200801,1610
BU04200802,1700
BU04200803,1300
BU04200804,735
BU04200805,195
BU04200806,295
BU04200807,5
BU04200808,50
BU04200809,500
BU04200901,910
BU04200902,290
BU04201001,4380
BU04201002,10
BU04201003,790
BU04201101,6810
BU04201102,510
BU04201201,2070
BU04201202,660
BU04201301,745
BU04201401,730
BU04201402,160
BU04201403,460
BU04201501,8385
BU04201502,5580
BU04201503,4110
BU04201505,795
BU04201506,5600
BU04201507,1580
BU04201508,225
BU04201605,1405
BU04201606,30
BU04201610,480
BU04310000,92170
BU04310001,3120
BU04310002,10010
BU04310003,13280
BU04320101,340
BU04320102,1480
BU04320103,470
BU04320104,350
BU04320105,810
BU04320106,530
BU04320107,220
BU04320108,130
BU04320109,70
BU04320110,105
BU04320201,375
BU04320202,210
BU04320203,270
BU04320204,205
BU04320205,480
BU04320206,720
BU04320207,335
BU04320208,860
BU04320209,395
BU04320210,340
BU04320211,785
BU04320212,1070
BU04320301,110
BU04320302,220
BU04320303,60
BU04320304,555
BU04320305,1365
BU04320306,1035
BU04320307,690
BU04320308,1880
BU04320309,1440
BU04320310,1365
BU04320311,60
BU04320312,960
BU04320313,1880
BU04320314,390
BU04320315,1100
BU04320401,25
BU04320402,420
BU04320403,190
BU04320404,100
BU04320501,250
BU04320503,1400
BU04320504,50
BU04370000,41550
BU04370001,10530
BU04370002,120
BU04370006,5550
BU04370007,195
BU04370008,300
BU04370009,700
BU04390101,8975
BU04390102,3700
BU04390103,11725
BU04390201,25000
BU04390203,3225
BU04390204,17055
BU04390301,9820
BU04390302,15795
BU04390303,340
BU04390401,19375
BU04390402,29425
BU04390501,8560
BU04390502,2340
BU04390503,2580
BU04390601,25600
BU04390602,34725
BU04390603,600
BU04390701,2100
BU04390702,16000
BU04390703,13590
BU04390704,16260
BU04390705,21500
BU04390801,27850
BU04390802,3690
BU04390803,4650
BU04390804,22000
BU04410190,180
BU04410201,3310
BU04410202,70
BU04410280,590
BU04410290,105
BU04410301,740
BU04410390,310
BU04410391,195
BU04410401,1810
BU04410402,610
BU04410490,55
BU04410491,280
BU04410492,280
BU04410493,280
BU04410494,480
BU04410501,1195
BU04410502,830
BU04410503,2925
BU04410504,1930
BU04410505,985
BU04410506,610
BU04410580,100
BU04410590,680
BU04410591,390
BU04410601,945
BU04410602,8540
BU04410603,4170
BU04410690,135
BU04410701,4310
BU04410790,1725
BU04410801,4020
BU04410880,225
BU04410890,570
BU04410901,505
BU04410990,220
BU04411001,2320
BU04411002,1025
BU04411101,665
BU04411102,410
BU04411103,455
BU04411190,80
BU04411201,430
BU04411290,305
BU04411301,855
BU04411302,1260
BU04411380,140
BU04411390,200
BU04411391,240
BU04411401,275
BU04411470,165
BU04411471,100
BU04411490,170
BU04411501,2090
BU04411502,2340
BU04411570,10
BU04411590,510
BU04411591,300
BU04411592,220
BU04411601,885
BU04411602,2095
BU04411603,1315
BU04411680,65
BU04411690,115
BU04411691,150
BU04411701,1150
BU04411801,1765
BU04411803,2205
BU04480000,6675
BU04480004,1380
BU04480005,850
BU04480007,1010
BU04480008,710
BU04500001,22200
BU04500002,14670
BU04500003,13980
BU04500004,22150
BU04500005,1260
BU04500006,1950
BU04511500,11320
BU04512500,29790
BU04513500,67680
BU04514500,77310
BU04515000,2075
BU04515500,1520
BU04516500,33510
BU04517500,1920
BU04518500,11325
BU04519000,570
BU04519500,460
BU04530000,1320
BU04530001,10080
BU04530002,9780
BU04530003,14795
BU04530004,7750
BU04530005,10400
BU04530100,6600
BU04530101,12800
BU04530102,10920
BU04530103,8350
BU04530104,12990
BU04530105,7290
BU04530106,5845
BU04530200,19400
BU04530201,6350
BU04530202,7150
BU04530203,19200
BU04530204,5080
BU04530205,4080
BU04530206,13020
